5.759510368247048318e-01,-1.144428716081104414e+00,1.016781409184926099e+00,-1.725722070179021295e-02
-1.958465426643573926e+00,1.378921536213192134e+00,-9.243169103240607143e-01,-8.990051175035332909e-01
6.908443891145730209e-01,-2.977297937018743124e+00,1.088406206444157531e+00,2.187618527934280521e-01
9.762334969843724508e-01,-1.017955962220321364e+00,4.688763402964138960e-01,-6.735240288893860061e-01
-1.003151737375720831e+00,-4.509310521159118901e-01,-1.168099159149145333e-01,1.880571426419495040e-01
5.889994346807084918e-02,1.770895333402469074e+00,-7.624402400648657707e-01,3.287628425297864920e-01
1.117670750448113592e+00,-1.058551865376007761e+00,1.400197440160351636e+00,1.030000040220995894e+00
2.658173987793241544e+00,2.020064703447433718e+00,1.386126922694200514e-01,-1.366067799663700233e-01
1.176445405563458557e+00,-4.830550332871605956e-01,-2.219881766850554383e-01,-4.888142875473006077e-01
2.167779417062488112e-01,-9.404038915507653140e-01,-1.434749694581545221e-01,-3.380094688502667810e-01
-9.183650926882569454e-01,5.144146668740465778e-01,7.558055899837440306e-01,-1.265648994222789314e+00
-3.607574998147865253e-02,2.367507303755940207e-01,-3.952263234524401314e-01,4.477365491921400098e-01
4.575642744011217955e-01,5.462621136569196789e-01,-1.483722275097369425e-01,9.045185750401325137e-03
-9.295570528266543231e-02,-5.124817842823289338e-01,3.546189426764919106e-01,-3.005649527602538562e-01
2.040878960573992429e-01,-3.600156449937948477e-01,2.116124787775317984e+00,-4.538819892989494342e-03
-6.094662400418866532e-01,-9.068163239146386223e-01,3.050351766056026981e-01,-1.210043021159152854e+00
-7.171958856523047432e-01,1.832584316739904295e+00,8.846098860163928990e-01,1.874875699846318522e+00
-8.750619795247385202e-01,-2.768829013314690335e-01,9.498206151327984181e-02,8.344277794195803510e-02
-2.035770919633053566e+00,8.035780765439981543e-01,-1.019092647751242975e+00,-7.770530801911635921e-01
9.583555633843955368e-01,1.359869812348239559e+00,-1.576605572210626915e+00,-7.138840740942298257e-01
7.459329177606033312e-01,-2.913270517992333497e-01,1.077635026629953474e+00,2.055175511618784479e-01
1.690836840239187788e+00,5.795908260792808075e-01,1.508919301343736308e-01,-3.935777129747664582e-01
4.375654699168823880e-01,7.980625622715755707e-01,-3.654417540455452418e-01,6.788143559178793085e-01
-5.843344068468517838e-01,-1.467321933744779150e+00,-2.670541153506349463e-01,1.488106854399649848e+00
-1.605777916890148038e+00,1.845636793622393412e+00,1.130248394908849319e+00,3.487874587271235782e-01
1.385856284771803670e-01,-9.502780717045103964e-01,2.729774511944558224e-01,1.030745457058173997e+00
-1.209344454230831589e+00,2.717978871947497876e-01,1.137052684510803102e+00,-6.139434568177027929e-01
1.494757065126341156e-01,8.233536445617377353e-02,-3.867487668008244284e-01,-5.495984584241211390e-01
-7.231099493800553779e-02,1.112980941046681493e-01,-4.240936456376274283e-02,8.260793032227686794e-01
-9.714055731308274266e-01,-3.790795739481156446e-01,1.648817180626376833e-01,-6.465324705904663682e-01
-2.896150850002539388e-03,-7.241273178859516935e-02,-1.477261075615653674e+00,-8.625072698002799187e-01
7.204705889775475658e-01,1.475217022275971068e+00,1.868046596922916747e+00,-7.726459867728552311e-01
-6.317038205496390557e-02,7.088707582200616253e-01,1.361963619918590718e+00,-6.431782329394842845e-01
3.113516249580751127e-01,-8.481150144955778014e-01,-2.903964995044533426e-01,-1.612026961317046536e-01
-1.949384411781516779e-01,6.510290898607094812e-02,2.673304322678865308e+00,3.093028449057278473e-01
5.674313127110797161e-01,-8.532176881384972988e-01,2.888950736243141582e-01,1.425231546114899273e-01
4.418525199043404905e-01,-5.361065102603060906e-01,-1.346458060743491059e+00,-1.549754114975815167e+00
-7.444309096124808178e-01,1.279241239946326436e+00,1.493116576287606634e+00,-3.562016933550880560e-01
-5.894488083579385584e-01,-5.855070008764560185e-01,2.178202357051032267e-01,-7.629946968055254519e-01
1.035659694920853191e+00,-1.013670267372364542e+00,-8.945684672545919369e-01,1.288990340748696450e+00
1.934464949587259897e+00,-4.798954783674179159e-01,3.654417944425370490e-01,8.960284850277515645e-01
2.825688555882189257e-01,9.348755234964892247e-02,-1.079936778604644543e+00,4.656887280315872291e-01
2.366608851169247074e-01,3.460523962420634092e-01,2.867389598895654368e-01,-8.672496821907609288e-01
7.159469008857517469e-01,-7.320026702761572857e-02,2.064278304256168095e+00,-2.200831149513698404e-01
-1.153414085301558867e+00,1.072150818487245028e+00,-2.209000560376606082e+00,8.450624032554661103e-01
8.371973533668453094e-02,-1.000006737358798192e+00,-1.456251401666884382e+00,1.169693278969483607e+00
-1.365671298621433216e+00,6.881766351283250538e-01,-1.730601093170829996e+00,-6.534939069835640213e-01
8.412776651103310854e-01,-3.394755726661004280e-02,-3.954747060678268644e-01,1.505882192192591340e+00
1.339809263599036140e-02,7.935806591872049745e-03,-5.627959364998794678e-01,-1.411621080619270607e+00
1.317556651493102526e+00,-1.862710078562090921e-01,-1.340305127330625679e+00,-6.399089730574992751e-01
-1.052817262983360980e+00,-4.089383213683599472e-01,1.090290305838321760e+00,-1.600614682397909772e-01
-1.473091641601853297e-01,-1.421341244679822369e+00,-5.078279477037215273e-01,7.579990500444139245e-02
